ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.19033333333333333,0.35596217182055073,0.4085001737397411,0.6270655270655271,0.3865059662156719,0.4615825617994953,0.28481394576129376,0.08210861692320606,0.3463466707657406,0.2611080235776871,0.04493059039616621,0.6157980140405563,0.2539717450208363,0.13505500365124082,debug,john
